"datei_alt","einheit_source","test_that_titel","zeile_von","zeile_bis","funktionen","einheit_vorschlag","ziel_final","bemerkung"
"test-frauen-ligen-aktivierung.R","league_registry updateScheduler season_validation checkAPILimits","das Fenster beginnt um 11:00 und endet um 23:00",74,82,"","","updateScheduler",""
"test-frauen-ligen-aktivierung.R","league_registry updateScheduler season_validation checkAPILimits","die Fenstergrenzen stehen nur in den Konstanten",84,100,"","","waechter-quelltext","Fenstergrenzen nur in Konstanten (Quelltext)"
"test-frauen-ligen-aktivierung.R","league_registry updateScheduler season_validation checkAPILimits","DURATION deckelt das Fenster nicht",102,116,"","","updateScheduler",""
"test-frauen-ligen-aktivierung.R","league_registry updateScheduler season_validation checkAPILimits","ein gesetztes DURATION begrenzt weiterhin",118,125,"","","updateScheduler",""
"test-frauen-ligen-aktivierung.R","league_registry updateScheduler season_validation checkAPILimits","calculate_loops rechnet mit dem neuen Fenster",127,132,"","","updateScheduler",""
"test-frauen-ligen-aktivierung.R","league_registry updateScheduler season_validation checkAPILimits","die Saisonvalidierung prueft nur die Altligen",136,147,"","","season_validation","ABWEICHUNG Tabelle (nicht erfasst): prueft SEASON_TRANSITION_LEAGUES"
"test-frauen-ligen-aktivierung.R","league_registry updateScheduler season_validation checkAPILimits","checkAPILimits skaliert mit der Zahl der aktiven Ligen",151,165,"league_ids","league_registry","checkAPILimits",""
"test-frauen-ligen-live.R","generate_static_site league_views","negative Panel-Grenzen zaehlen von unten",41,51,".resolve_bounds","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","gemischte Grenzen werden korrekt aufgeloest",53,57,".resolve_bounds","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","render_panel_table rechnet mit den richtigen Spalten",59,76,"render_panel_table","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","dieselbe Panel-Definition traegt 12 und 14 Teams",78,89,"render_panel_table","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","die Altligen rendern unveraendert",91,99,"render_panel_table","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","league_views enthaelt die beiden Frauen-Ligen",103,113,"league_views","league_views","league_views",""
"test-frauen-ligen-live.R","generate_static_site league_views","die Frauen-Bundesliga zeigt Meister und CL-Qualifikation",125,140,"league_views render_panel_table","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","die Frauen-Bundesliga hat zwei Abstiegsplaetze",142,154,"league_views render_panel_table","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","das Abstiegspanel trifft wirklich die letzten Plaetze",156,173,"league_views render_panel_table","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","die 2. Frauen-Bundesliga hat drei Abstiegsplaetze",175,185,"league_views","league_views","league_views",""
"test-frauen-ligen-live.R","generate_static_site league_views","die 2. Frauen-Bundesliga zieht ihre Aufstiegstabelle aus dem Sonderlauf",187,198,"league_views","league_views","league_views",""
"test-frauen-ligen-live.R","generate_static_site league_views","die drei Altligen bleiben unveraendert",200,212,"league_views","league_views","league_views",""
"test-frauen-ligen-live.R","generate_static_site league_views","die Navigation gruppiert nach nav_group",216,236,".nav_groups","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","das Navigations-HTML traegt Gruppenlabels und alle Ligen",238,248,".nav_html","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","generate_static_site rendert sechs Seiten",252,277,"generate_static_site","generate_static_site","generate_static_site",""
"test-frauen-ligen-live.R","generate_static_site league_views","preview_site laeuft mit einer Fixture, die nur die Altligen kennt",279,306,"","","scripts-preview_site","ABWEICHUNG Tabelle (§3 -> gss): der Block startet scripts/preview_site.R"
"test-generate-static-site.R","generate_static_site","footer_timestamp labels summer time MESZ",55,60,"footer_timestamp","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","footer_timestamp labels winter time MEZ",62,67,"footer_timestamp","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","render_panel_table emits one column per label",73,83,"league_views render_panel_table","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","render_panel_table keeps its shape for a single-label panel",85,92,"league_views render_panel_table","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","3. Liga page is built from Ergebnis3_Aufstieg on top and Ergebnis3 below",94,110,"render_league_page league_views","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","render_league_page writes an HTML page and no PNG asset",116,126,"","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","the prognosis heatmap is an HTML table with one row per team",128,149,"render_league_page league_views","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","heatmap cells use the prozent notation",151,173,"","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","pages carry the 30-Punkte masthead and identity",179,194,"","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","every page links all leagues and the Methodik page",196,229,"league_views render_league_page","league_views","generate_static_site","source und Funktionsstimme weichen ab"
"test-generate-static-site.R","generate_static_site","pages reference the shared stylesheet and favicon and load nothing external",231,246,"","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site ships stylesheet, self-hosted fonts and favicon",252,275,"generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site renders the Methodik page from the content file",281,304,"generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","the page embeds the generation time as ISO-8601 UTC",310,318,"","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","the stale banner is embedded hidden and revealed by inline JS",320,333,"","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site rendert nur die Ligen, fuer die Daten vorliegen",335,368,"league_views generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site writes the fallback page when data is missing",370,383,"generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site output is deterministic for fixed inputs",385,405,"generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site",".write_atomically hinterlaesst keine .tmp-Datei und den Inhalt korrekt",417,427,".write_atomically","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site hinterlaesst nach dem Rendern keine .tmp-Dateien",429,441,"generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","ein fehlschlagendes file.rename laesst die alte Seite unangetastet",443,459,".write_atomically","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","footer_timestamp nennt den eingeschraenkten Takt, wenn er abweicht",477,486,"footer_timestamp","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","footer_timestamp schweigt beim Normaltakt",488,498,"footer_timestamp","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","footer_timestamp ohne Taktangabe ist unveraendert",500,509,"footer_timestamp","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site traegt den Takt bis in den Seitenfuss",511,532,"generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","generate_static_site ohne Taktangabe laesst den Fuss unveraendert",534,553,"generate_static_site","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","ganz berechnetes Panel laesst Teams unter 1 % weg (#229)",563,575,"render_panel_table","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","bei zwei berechneten Spalten zaehlt deren Summe (Bayern, #229)",577,588,"render_panel_table","generate_static_site","generate_static_site",""
"test-generate-static-site.R","generate_static_site","ganz berechnetes Panel ohne gefaehrdetes Team rendert leer wie die anderen (#229)",590,596,"render_panel_table","generate_static_site","generate_static_site",""
"test-gewertete-spiele.R","league_details transform_data","ein gewertetes Spiel schliesst den Spieltag ab",25,37,"classify_matchday_status","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","WO wird wie AWD behandelt",39,47,"classify_matchday_status","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","ein gewertetes Spiel allein macht den Spieltag begonnen",49,57,"classify_matchday_status","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","ein laufender Spieltag bleibt laufend, wenn ein AWD dazukommt",59,68,"classify_matchday_status","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","ein gewertetes Spiel erscheint im Rueckblick",72,84,"rueckblick_matches","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","ein gewertetes Spiel erscheint NICHT im Ausblick",86,100,"ausblick_matches","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","ein gewertetes Spiel bestimmt das Ausblick-Fenster nicht mehr",102,117,"ausblick_matches","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","die Ligatabelle zaehlt das Wertungsergebnis",121,140,"build_league_table","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","die Ligatabelle uebersteht ein gewertetes Spiel ohne Tore",142,162,"build_league_table","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","das Wertungsergebnis geht NICHT an den ELO-Walk",166,184,"build_league_details_payload","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","auch ein WO-Spiel bleibt aus dem ELO-Walk heraus",186,195,"build_league_details_payload","league_details","league_details",""
"test-gewertete-spiele.R","league_details transform_data","transform_data behaelt die Tore eines gewerteten Spiels",200,236,"transform_data","transform_data","transform_data",""
"test-gewertete-spiele.R","league_details transform_data","transform_data laesst offene und verschobene Spiele weiter offen",238,273,"transform_data","transform_data","transform_data",""
"test-home-advantage-single-source.R","rust_integration","simulate_league_rust sendet home_advantage nicht mit",13,32,"simulate_league_rust","rust_integration","rust_integration",""
"test-home-advantage-single-source.R","rust_integration","ein explizit uebergebener home_advantage landet im Payload",34,52,"simulate_league_rust","rust_integration","rust_integration",""
"test-interactive-prompts.R","input_handler interactive_prompts","prompt_for_team_info accepts valid input",61,77,"prompt_for_team_info","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","prompt_for_team_info retries when user says no",79,82,"","","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","prompt_for_team_info prevents infinite loops",84,113,"prompt_for_team_info","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","prompt_for_team_info handles empty confirmation gracefully",115,135,"prompt_for_team_info get_initial_elo_interactive","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","second team detection and conversion works",137,140,"","","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","non-interactive mode uses defaults",142,154,"prompt_for_team_info check_interactive_mode","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","get_team_short_name_interactive validates format",156,172,"get_team_short_name_interactive","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","get_initial_elo_interactive validates range",174,189,"get_initial_elo_interactive","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","get_initial_elo_interactive uses baseline for Liga3",191,206,"get_initial_elo_interactive","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","prompt_for_team_info passes baseline through",208,223,"prompt_for_team_info","interactive_prompts","interactive_prompts",""
"test-interactive-prompts.R","input_handler interactive_prompts","confirm_overwrite respects user choice",225,239,"confirm_overwrite","interactive_prompts","interactive_prompts",""
"test-kuerzel-tooltip.R","generate_static_site league_details","die Ligatabelle traegt das Kuerzel aus der TeamList (id-Join)",28,63,"build_league_page_data","league_details","league_details",""
"test-kuerzel-tooltip.R","generate_static_site league_details","die Heatmap zeigt bei bekanntem Namen ein abbr mit title",67,75,"render_heatmap","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","ohne Namen bleibt die Heatmap zeichengleich",77,82,"render_heatmap","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","ohne Namen behaelt jede Panelzeile ihr eigenes Kuerzel",84,92,"render_panel_table","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","ein Kuerzel ohne Namen bleibt schlicht",94,99,"render_heatmap","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","Namen werden im title-Attribut escaped",101,107,"render_heatmap","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","Platzgruppen-Panels zeigen die Tooltips",109,116,"render_panel_table","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","ganz berechnete Panels zeigen die Tooltips",118,125,"render_panel_table","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","die Aufstiegstabelle zeigt die Tooltips",127,136,".aufstiegs_tabelle","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","die Liga-Seite nimmt die Namen aus ihrer eigenen Ligatabelle",140,164,"render_league_page league_views","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","ohne league_entry gibt es weder Tooltips noch Tipp-Skript",166,179,"render_league_page league_views","generate_static_site","generate_static_site-tooltip",""
"test-kuerzel-tooltip.R","generate_static_site league_details","das Stylesheet kennt Kuerzel und Tipp-Label",181,186,"","","waechter-quelltext","liest site.css als Text"
"test-kuerzel-tooltip.R","generate_static_site league_details","die Ligatabelle zeigt zum Vereinsnamen das Kuerzel als Tooltip",190,203,"render_liga_tabelle","render_sections","render_sections-tooltip","source und Funktionsstimme weichen ab"
"test-kuerzel-tooltip.R","generate_static_site league_details","ohne Kuerzel-Spalte bleibt der Name in der Ligatabelle schlicht",205,215,"render_liga_tabelle","render_sections","render_sections-tooltip","source und Funktionsstimme weichen ab"
"test-kuerzel-vertrag.R","transform_data","pruefe_kuerzel_vertrag meldet nichts, wenn der Vertrag eingehalten ist",40,50,"pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","gleiche Kuerzel in DERSELBEN Liga sind ein Verstoss",52,66,"transform_data pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","gleiche Kuerzel zwischen Maenner- und Frauenliga sind KEIN Verstoss",68,82,"pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","gleiche Kuerzel verschiedener Vereine in verschiedenen Ligen sind KEIN Verstoss",84,99,"pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","gleiche Kuerzel zwischen Nord, Nordost und Bayern sind ein Verstoss",101,123,"pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","doppelte TeamIDs sind ein Verstoss",125,136,"pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","ohne League-Spalte gilt die ganze Liste als eine Gruppe",138,146,"pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","die Pruefung meldet ALLE Verstoesse, nicht nur den ersten",148,161,"pruefe_kuerzel_vertrag","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","load_team_list bricht weiterhin ab und nennt den Verstoss",165,177,"load_team_list","transform_data","transform_data-kuerzel",""
"test-kuerzel-vertrag.R","transform_data","die Fehlermeldung der 83/84/85-Regel nennt den richtigen Grund",179,194,"load_team_list","transform_data","transform_data-kuerzel",""
"test-league-details-client-haertung.R","league_details","FT mit fehlenden Toren (API-Glitch) wird als offenes Spiel gesendet",8,24,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client-haertung.R","league_details","halb gesetztes Torpaar wird komplett verworfen",26,35,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client-haertung.R","league_details","unbekannte Team-ID führt zu einem Fehler mit der ID in der Meldung",37,46,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client.R","league_details","Payload nutzt 1-basierte Teamindizes in TeamList-Reihenfolge",18,33,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client.R","league_details","Payload sendet Tore nur für beendete Spiele",35,44,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client.R","league_details","Payload trägt die Modellparameter mit Defaults",46,51,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client.R","league_details","home_advantage wird NICHT mitgesendet - der Rust-Server hält den Wert",53,61,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client.R","league_details","ein explizit übergebener home_advantage überschreibt den Server-Wert",63,68,"build_league_details_payload","league_details","league_details-client",""
"test-league-details-client.R","league_details","parse_league_details_response liefert ein Data-Frame je Spiel",98,111,"parse_league_details_response","league_details","league_details-client",""
"test-league-details-client.R","league_details","parse_league_details_response erhält die Score-Matrix als Matrix je Spiel",113,123,"parse_league_details_response","league_details","league_details-client",""
"test-league-details-client.R","league_details","parse_league_details_response liefert aktuelle ELOs und Teamnamen",125,131,"parse_league_details_response","league_details","league_details-client",""
"test-league-page-data-ausblick.R","league_details","ausblick enthält den nächsten Spieltag mit Endpoint-Werten",116,128,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data-ausblick.R","league_details","ein früher angesetztes Nachholspiel steht markiert im Ausblick",130,146,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data-rueckblick.R","league_details","rueckblick enthält die gefensterten Spiele mit Endpoint-Werten",138,148,"","league_details","league_details-seitendaten",""
"test-league-page-data-rueckblick.R","league_details","live enthält das laufende Spiel mit Zwischenstand",150,158,"","league_details","league_details-seitendaten",""
"test-league-page-data-rueckblick.R","league_details","spieltag nennt die Runden für Rückblick-Überschrift und Ausblick-Ziel",160,165,"","league_details","league_details-seitendaten",""
"test-league-page-data-rueckblick.R","league_details","ein gespieltes Nachholspiel behält seine Kennzeichnung nach dem Join",167,203,"extract_fixture_details build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","build_league_page_data liefert render-fertige Strukturen",97,116,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","matches joint Details und Endpoint-Antwort positionsgleich",118,134,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","tabelle ist mit Namen, ELO und Delta angereichert und sortiert",136,158,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","die team_id-zu-Name-Zuordnung übersteht die Tabellensortierung",160,178,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","ein Endpoint-Fehler degradiert zu NULL mit Warnung",180,187,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","fetch_league_details existiert als httr-Client mit RUST_API_URL-Default",189,194,"","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","ein uebergebenes tormodell erreicht den league-details-Payload",203,219,"build_league_page_data","league_details","league_details-seitendaten",""
"test-league-page-data.R","league_details","ohne tormodell bleibt der Payload frei von tore_slope/tore_intercept",221,236,"goal_model_args build_league_page_data","league_details","league_details-seitendaten",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","league_registry kennt alle zehn Ligen",30,38,"league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","seit Phase 5 sind alle zehn Ligen aktiv",40,55,"league_ids league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","jede Liga traegt die Pflichtfelder",57,66,"league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","api_id und slug sind eindeutig",68,76,"league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","teams_range ist eine plausible Spanne, keine Gleichheit",78,90,"league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","die Ligen verteilen sich auf genau zwei Wechselgemeinschaften",94,105,"league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","nur die Frauen-Ligen tragen ein eigenes Tormodell",107,122,"league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","die Regionalligen tragen ihre Staffel und kein eigenes Tormodell",124,140,"league_registry","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","league_ids liefert standardmaessig nur die aktiven Ligen",144,155,"league_ids","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","league_by_id findet eine Liga und meldet Unbekanntes",157,163,"league_by_id","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","league_name liefert die Anzeigenamen der Altligen unveraendert",165,174,"league_name","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","goal_model liefert die Tormodell-Parameter je Liga",176,183,"goal_model","league_registry","league_registry",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","league_views wird aus der Registry abgeleitet",187,199,"league_views league_registry","league_views","league_registry","Tabelle: league_registry; Regel waere league_views -> Kandidat Stufe 3 (Cluster 6/7)"
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","validate_team_count traegt zehn Ligen",209,249,"validate_team_count","season_processor","league_registry","Tabelle: league_registry; Regel waere season_processor -> Kandidat Stufe 3 (Cluster 6/7)"
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","get_league_name liefert die Namen aller zehn Ligen",251,261,"get_league_name","api_service","league_registry","Tabelle: league_registry; Regel waere api_service -> Kandidat Stufe 3 (Cluster 6/7)"
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","retrieveLiveFixtures pollt die aktiven Ligen",263,287,"retrieveLiveFixtures league_ids","retrieveResults","league_registry","Tabelle: league_registry; Regel waere retrieveResults -> Kandidat Stufe 3 (Cluster 6/7)"
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","retrieveLiveFixtures nimmt eine explizite Ligamenge",289,303,"retrieveLiveFixtures","retrieveResults","league_registry","Tabelle: league_registry; Regel waere retrieveResults -> Kandidat Stufe 3 (Cluster 6/7)"
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","simulate_league_rust sendet das Tormodell nur, wenn es abweicht",307,334,"simulate_league_rust","rust_integration","rust_integration",""
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","build_league_details_payload traegt das Tormodell",336,356,"build_league_details_payload","league_details","league_registry","Tabelle: league_registry; Regel waere league_details -> Kandidat Stufe 3 (Cluster 6/7)"
"test-league-registry.R","league_registry league_views season_validation transform_data csv_generation season_processor api_service retrieveResults rust_integration league_details","goal_model_args liefert die Argumente fuer beide Endpunkte",358,368,"goal_model_args","league_registry","league_registry",""
"test-league-views.R","league_views","league_views defines the live leagues in registry order",10,38,"league_views","league_views","league_views",""
"test-league-views.R","league_views","Bundesliga is the canonical index page",40,52,"","league_views","league_views",""
"test-league-views.R","league_views","2. Bundesliga uses Ergebnis2 for every panel",54,62,"","league_views","league_views",""
"test-league-views.R","league_views","3. Liga draws its top table from Ergebnis3_Aufstieg but its bottom from Ergebnis3",64,75,"","league_views","league_views",""
"test-league-views.R","league_views","group matrices have two rows and one column per non-computed label",77,117,"","league_views","league_views",""
"test-ligatabelle-sektion.R","generate_static_site","render_liga_tabelle baut die sortierbare Tabelle nach Mock-up",45,62,"render_liga_tabelle","render_sections","render_sections-tabelle","source und Funktionsstimme weichen ab"
"test-ligatabelle-sektion.R","generate_static_site","Zahlenformate: Komma-Dezimal, echtes Minus, ±0,0; data-Attribute mit Punkt",64,79,"render_liga_tabelle","render_sections","render_sections-tabelle","source und Funktionsstimme weichen ab"
"test-ligatabelle-sektion.R","generate_static_site","Sp. und Tordiff. sind als optionale Mobil-Spalten markiert",81,90,"render_liga_tabelle","render_sections","render_sections-tabelle","source und Funktionsstimme weichen ab"
"test-ligatabelle-sektion.R","generate_static_site","Tordifferenz wird mit Vorzeichen gesetzt",92,98,"render_liga_tabelle","render_sections","render_sections-tabelle","source und Funktionsstimme weichen ab"
"test-ligatabelle-sektion.R","generate_static_site","Teamnamen werden HTML-escaped",100,108,"render_liga_tabelle","render_sections","render_sections-tabelle","source und Funktionsstimme weichen ab"
"test-ligatabelle-sektion.R","generate_static_site","die Liga-Seite bindet die Sektion samt Sortier-Skript ein",110,133,"render_league_page league_views","generate_static_site","render_sections-tabelle",""
"test-ligatabelle-sektion.R","generate_static_site","ohne league_entry bleibt die Seite auf Phase-3-Stand",135,148,"render_league_page league_views","generate_static_site","render_sections-tabelle",""
"test-ligatabelle-sektion.R","generate_static_site","generate_static_site verteilt league_data je Liga",150,166,"generate_static_site","generate_static_site","render_sections-tabelle",""
"test-ligatabelle-sektion.R","generate_static_site","ein NULL-Eintrag in league_data ist gleichbedeutend mit fehlend",168,184,"generate_static_site","generate_static_site","render_sections-tabelle",""
"test-ligatabelle.R","league_details","Tabelle zählt nur beendete Spiele und sortiert nach Punkten und Tordifferenz",19,35,"build_league_table","league_details","league_details",""
"test-ligatabelle.R","league_details","bei gleichen Punkten und gleicher Tordifferenz entscheiden die erzielten Tore",37,47,"build_league_table","league_details","league_details",""
"test-ligatabelle.R","league_details","Teams ohne beendetes Spiel stehen mit Nullwerten in der Tabelle",49,61,"build_league_table","league_details","league_details",""
"test-live-na-guard.R","generate_static_site","Live-Zwischenstand ohne Tore rendert Striche, nie NA",11,26,"render_live","render_sections","generate_static_site","source und Funktionsstimme weichen ab"
"test-modellkonstanten-nur-in-rust.R","elo_calibration league_registry","keine Tormodell-Konstante steht im R-Produktivpfad",73,96,"","","waechter-quelltext",""
"test-modellkonstanten-nur-in-rust.R","elo_calibration league_registry","der Waechter wuerde eine Kopie auch wirklich finden",98,128,"","","waechter-quelltext",""
"test-modellkonstanten-nur-in-rust.R","elo_calibration league_registry","die Ausnahmen sind noch das, wofuer sie erklaert wurden",130,148,"","","waechter-quelltext",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","die Registry liefert Schluessel in Fetch-Reihenfolge",24,41,"league_views active_league_keys league_registry active_leagues","league_registry","league_registry",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","active_leagues liefert die vollstaendigen Eintraege",43,52,"active_leagues league_ids","league_registry","league_registry",""
"test-n-ligen-entflechtung.R","league_registry generate_static_site update_all_leagues_loop league_views","die Registry weiss, welche Liga einen Aufstiegslauf braucht",54,65,"has_promotion_restriction","league_registry","league_registry",""
